"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude","location","us_states"
"This year's #fluseason has been one of the worst in years. Do you have tissues &amp; hand sanitizer available, &amp; notice… https://t.co/4VuzyifSqj",FALSE,0,NA,"3/6/2018 23:31",TRUE,NA,9.71e+17,NA,"<a href=""http://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","diatech_usa",0,FALSE,FALSE,-79.9310512,32.7764749,"Charleston, SC","South Carolina"
"The worst feeling in life is seeing you child sick. #fluseason #earinfectionseason #movingbk2FL",FALSE,0,NA,"3/6/2018 23:21",FALSE,NA,9.71e+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MovieTimePT69",0,FALSE,FALSE,-80.1917902,25.7616798,"Miami, FL","Florida"
"The @US_FDA warns consumers to beware of unproven #flutreaments. With the end of the #fluseason approaching, scamme… https://t.co/rrQlASgfqS",FALSE,0,NA,"3/6/2018 23:15",TRUE,NA,9.71e+17,NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","Drug_watch",0,FALSE,FALSE,NA,NA,"877-627-9275",NA
"RT @ACEMathStats: Disease maps to predict the arrival of #flu ? Read what ACEMS' @JVRoss_UoA has to say in this article in the @FinancialRe…",FALSE,0,NA,"3/6/2018 22:52",FALSE,NA,9.71e+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","_PaulaMoraga_",1,TRUE,FALSE,-2.8007399,54.046575,"Lancaster, UK",NA
"A video game based on my life rn with people coughing &amp; sneezing all around you &amp; you have to weave through germ sp… https://t.co/uY4GdVR20M",FALSE,0,NA,"3/6/2018 22:51",TRUE,NA,9.71e+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","alohajamiemc",0,FALSE,FALSE,-157.8583333,21.3069444,"Honolulu, HI",NA
"During this rough #fluseason, this is one article you'll want to read - How to Make Honey Ginger Lemonade for Colds… https://t.co/Pk0Jvm8KNm",FALSE,0,NA,"3/6/2018 22:44",TRUE,NA,9.71e+17,NA,"<a href=""http://dynamicsignal.com/"" rel=""nofollow"">Dynamic Signal</a>","asongbirdswords",0,FALSE,FALSE,-86.158068,39.768403,"Indianapolis","Indiana"
"Disease maps to predict the arrival of #flu ? Read what ACEMS' @JVRoss_UoA has to say in this article in the… https://t.co/HB6bTi8Htq",FALSE,1,NA,"3/6/2018 22:42",TRUE,NA,9.71e+17,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","ACEMathStats",1,FALSE,FALSE,133.775136,-25.274398,"Australia",NA
"Trying to avoid my coughing co-workers like....... #FluSeason #ThingsIAlwaysAvoid https://t.co/X9vQfCE3R4",FALSE,1,NA,"3/6/2018 22:41",FALSE,NA,9.71e+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","liltexan76",0,FALSE,FALSE,-97.4394777,35.2225668,"Norman, Oklahoma","Oklahoma"
"RT @coastalhospital: It's still #fluseason. When you or your child is hit with fever, sore throat, headache and aches all over, how do you…",FALSE,0,NA,"3/6/2018 22:17",FALSE,NA,9.71e+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jaspersc_fire",1,TRUE,FALSE,-80.980386,32.4807435,"Ridgeland, SC","South Carolina"
"RT @PBGardensMC: It's still #fluseason. When you're hit with fever, sore throat, headache and aches all over, how do you know when it's tim…",FALSE,0,NA,"3/6/2018 22:14",FALSE,NA,9.71e+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MsCypresse25",1,TRUE,FALSE,-78.458708,38.253749,"Planet Earth",NA
"RT @WestBocaMedical: It's still #fluseason. When you or your child is hit with fever, sore throat, headache and aches all over, how do you…",FALSE,0,NA,"3/6/2018 22:03",FALSE,NA,9.71e+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","douglasheizer",1,TRUE,FALSE,-80.1289321,26.3683064,"Boca Raton, FL","Florida"
"When you want so badly to high-five, but it's flu season. #fluseason #germs #germaphobe #purell #acting #actorslife… https://t.co/REOIb9pBrX",FALSE,2,NA,"3/6/2018 21:45",TRUE,NA,9.71e+17,NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","LpnStudios",0,FALSE,FALSE,-118.2436849,34.0522342,"Los Angeles, CA","California"
"Day 2 of being bed bound with Flu and I’ve gotten through a full season of @GreysABC half a bottle of olbas oil (pr… https://t.co/Zt87qWiFXG",FALSE,1,NA,"3/6/2018 21:35",TRUE,NA,9.71e+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Kelsey_Lawson",0,FALSE,FALSE,-0.1277583,51.5073509,"London, England",NA
"It's still #fluseason. When you or your child is hit with fever, sore throat, headache and aches all over, how do y… https://t.co/wCiQ7Jb8So",FALSE,2,NA,"3/6/2018 21:15",TRUE,NA,9.71e+17,NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","WestBocaMedical",1,FALSE,FALSE,-80.1289321,26.3683064,"Boca Raton, FL","Florida"
"It's still #fluseason. When you or your child is hit with fever, sore throat, headache and aches all over, how do y… https://t.co/t9wOe1Te1R",FALSE,0,NA,"3/6/2018 21:15",TRUE,NA,9.71e+17,NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","Resolute_Health",0,FALSE,FALSE,-98.1244531,29.7030024,"New Braunfels, TX","Texas"
"It's still #fluseason. When you or your child is hit with fever, sore throat, headache and aches all over, how do y… https://t.co/OvYZqKjfG1",FALSE,0,NA,"3/6/2018 21:10",TRUE,NA,9.71e+17,NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","GoodSamaritanMC",0,FALSE,FALSE,-80.0533746,26.7153424,"West Palm Beach, FL","Florida"
"It's still #fluseason. When you or your child is hit with fever, sore throat, headache and aches all over, how do y… https://t.co/zBRqpTUXBr",FALSE,0,NA,"3/6/2018 21:10",TRUE,NA,9.71e+17,NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","PiedmontMedical",0,FALSE,FALSE,-81.0250784,34.9248667,"Rock Hill, SC","South Carolina"
"It's still #fluseason. When you or your child is hit with fever, sore throat, headache and aches all over, how do y… https://t.co/c4hhM2ubnS",FALSE,0,NA,"3/6/2018 21:10",TRUE,NA,9.71e+17,NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","NMC_Health",0,FALSE,FALSE,-94.6554874,31.6035129,"Nacogdoches, TX","Texas"
"It's still #fluseason. When you or your child is hit with fever, sore throat, headache and aches all over, how do y… https://t.co/KlVEGlW3HK",FALSE,0,NA,"3/6/2018 21:10",TRUE,NA,9.71e+17,NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","coastalhospital",1,FALSE,FALSE,-81.0806665,32.2871413,"Hardeeville, SC","South Carolina"
"It's still #fluseason. When you or your child is hit with fever, sore throat, headache and aches all over, how do y… https://t.co/qCd6Fj7XXm",FALSE,0,NA,"3/6/2018 21:10",TRUE,NA,9.71e+17,NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","BaptistHealthSA",0,FALSE,FALSE,-98.4936282,29.4241219,"San Antonio","Texas"
"RT @OnTheGoOc: @saramunro17 @AnjaMueller5 @Stephylytham @Tadashi_777 @thewinepusher @sarakelly1976 @cliffping <U+2661><U+2661> same here and sick! Have a…",FALSE,0,NA,"3/6/2018 21:07",FALSE,NA,9.71e+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","saramunro17",2,TRUE,FALSE,-1.1743197,52.3555177,"North East, England",NA
"@FluSeason_ Lmfao kc you talking bout the same person still bros? <ed><U+00A0><U+00BD><ed><U+00B8><U+0082>",FALSE,0,"FluSeason_","3/6/2018 21:07",FALSE,9.71e+17,9.71e+17,133871400,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JoskiKidd",0,FALSE,FALSE,NA,NA,"Life is epic - Joski",NA
"It's still #fluseason. When you or your child is hit with fever, sore throat, headache and aches all over, how do y… https://t.co/D6HbszdAYX",FALSE,0,NA,"3/6/2018 21:05",TRUE,NA,9.71e+17,NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","FVRMC",0,FALSE,FALSE,-117.9544069,33.7090212,"Fountain Valley","California"
"It's still #fluseason. When you're hit with fever, sore throat, headache and aches all over, how do you know when i… https://t.co/mWBTK3LPuN",FALSE,1,NA,"3/6/2018 21:05",TRUE,NA,9.71e+17,NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","PBGardensMC",1,FALSE,FALSE,-80.1386547,26.8233946,"Palm Beach Gardens, FL","Florida"
"It's still #fluseason. When you or your child is hit with fever, sore throat, headache and aches all over, how do y… https://t.co/Ok7iTG3KIH",FALSE,0,NA,"3/6/2018 21:05",TRUE,NA,9.71e+17,NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","dmcmodesto",0,FALSE,FALSE,-120.9968782,37.6390972,"Modesto, CA","California"
"It's still #fluseason. When you or your child is hit with fever, sore throat, headache and aches all over, how do y… https://t.co/DX9MszljZI",FALSE,0,NA,"3/6/2018 21:01",TRUE,NA,9.71e+17,NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","hiltonheadhosp",0,FALSE,FALSE,-80.752608,32.216316,"Hilton Head Island, SC","South Carolina"
"Number of Flu Cases Drop but Season to Continue for Several Weeks #gidss #gidssusa #flucases #fluseason #flu… https://t.co/tYhtCXx2ro",FALSE,0,NA,"3/6/2018 20:45",TRUE,NA,9.71e+17,NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","gidssusa",0,FALSE,FALSE,-77.0368707,38.9071923,"Washington, DC","District of Columbia"
"when everyone at work is sick and you and your partner are hypochondriacs. #officeprobs #fluseason https://t.co/hEhvxqxzH1",FALSE,0,NA,"3/6/2018 20:42",FALSE,NA,9.71e+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","sadiezballif",0,FALSE,FALSE,-111.0937311,39.3209801,"Utah, USA",NA
"#fluseason gets even the best of us",FALSE,0,NA,"3/6/2018 20:40",FALSE,NA,9.71e+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","max_rava",0,FALSE,FALSE,-82.6402915,27.7676008,"St Petersburg, FL","Florida"
"How this #fluseason compares with recent ones: https://t.co/Abu5B8TpOF @nytimes https://t.co/xK5VXXIVG4",FALSE,2,NA,"3/6/2018 20:34",FALSE,NA,9.71e+17,NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","BioFireDX",0,FALSE,FALSE,-111.8910474,40.7607793,"Salt Lake City, Utah, USA","Utah"
"How the U.S. military might help answer a critical question about the flu vaccine https://t.co/hN4ye00EL0 via… https://t.co/BHD1cKP5Vl",FALSE,0,NA,"3/6/2018 20:30",TRUE,NA,9.71e+17,NA,"<a href=""https://eclincher.com"" rel=""nofollow"">eClincher</a>","haloarmanage",0,FALSE,FALSE,-104.990251,39.7392358,"Denver, CO","Colorado"
"Don't miss @AskDocChristine   'Flu Survival Kit' -- all you need to effectively prevent a cold or flu that can real… https://t.co/Z6Nk7Fn87o",FALSE,0,NA,"3/6/2018 20:09",TRUE,NA,9.71e+17,NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","canprev",0,FALSE,FALSE,-79.3831843,43.653226,"Toronto, Ontario",NA
"RT @tprudentwoman: #fluseason 8 Ways to Keep Your Kid From Getting Sick During This Year's Especially Bad Flu Season https://t.co/diQZFPpJG…",FALSE,0,NA,"3/6/2018 20:03",FALSE,NA,9.71e+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","oaomasonry",1,TRUE,FALSE,-96.7969879,32.7766642,"Dallas, Texas","Texas"
"A new pill may potentially help treat the #flu in about 24 hours. @CaliforniaHosp Medical Committee Chair of Infect… https://t.co/ik4duAiI1T",FALSE,1,NA,"3/6/2018 20:02",TRUE,NA,9.71e+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","GlendaleHosp",0,FALSE,FALSE,-118.255075,34.1425078,"Glendale, CA","California"
"5 ways to beat cold and flu:
https://t.co/GpKkEB72Cg
#fluseason #cold #parenting https://t.co/OlY6nDif4S",FALSE,1,NA,"3/6/2018 20:01",FALSE,NA,9.71e+17,NA,"<a href=""https://www.socialoomph.com"" rel=""nofollow"">SocialOomph</a>","evakatona",0,FALSE,FALSE,-0.1277583,51.5073509,"London and Surrey",NA
"A new pill may potentially help treat the #flu in about 24 hours. Medical Committee Chair of Infectious Disease, Dr… https://t.co/ePQ3OPrvux",FALSE,2,NA,"3/6/2018 20:00",TRUE,NA,9.71e+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CaliforniaHosp",0,FALSE,FALSE,-118.2436849,34.0522342,"Los Angeles, CA","California"
"The number of laboratory-confirmed #influenza cases in Massachusetts was more moderate in the latest reporting peri… https://t.co/fJV1uO6MKj",FALSE,0,NA,"3/6/2018 19:59",TRUE,NA,9.71e+17,NA,"<a href=""https://prod2.sprinklr.com"" rel=""nofollow"">Sprinklr Prod2</a>","NotesFromBCH",0,FALSE,FALSE,-71.0588801,42.3600825,"Boston, MA","Massachusetts"
"#RT @SupplyChainX2: Cold and #FluSeason means you should take your mom’s advice and wash your hands! Learn about… https://t.co/BiIdMn3Npb",FALSE,0,NA,"3/6/2018 19:33",TRUE,NA,9.71e+17,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","highjump",0,FALSE,FALSE,-93.2650108,44.977753,"Minneapolis, MN","Minnesota"
"#fluseason 8 Ways to Keep Your Kid From Getting Sick During This Year's Especially Bad Flu Season… https://t.co/O2NOPwmyIw",FALSE,1,NA,"3/6/2018 19:30",TRUE,NA,9.71e+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","tprudentwoman",1,FALSE,FALSE,-96.7969879,32.7766642,"Dallas, TX","Texas"
"RT @OnTheGoOc: @saramunro17 @AnjaMueller5 @Stephylytham @Tadashi_777 @thewinepusher @sarakelly1976 @cliffping <U+2661><U+2661> same here and sick! Have a…",FALSE,0,NA,"3/6/2018 19:13",FALSE,NA,9.71e+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","thewinepusher",2,TRUE,FALSE,-114.0708459,51.0486151,"Calgary",NA
"@saramunro17 @AnjaMueller5 @Stephylytham @Tadashi_777 @thewinepusher @sarakelly1976 @cliffping <U+2661><U+2661> same here and sic… https://t.co/yjQXEcSijl",FALSE,3,"saramunro17","3/6/2018 19:06",TRUE,9.71e+17,9.71e+17,3017825915,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","OnTheGoOc",2,FALSE,FALSE,-117.8311428,33.7174708,"Orange County, CA",NA
"Sick of being sick?! <ed><U+00A0><U+00BE><ed><U+00B4><U+00A7>

Try these tips from @5minutefun mum Sara on how to beat the #flu: 

https://t.co/P54ExNaPaC… https://t.co/5iL6aH0FbQ",FALSE,0,NA,"3/6/2018 19:00",TRUE,NA,9.71e+17,NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","CBeebiesMag",0,FALSE,FALSE,-3.435973,55.378051,"United Kingdom",NA
"RT @unmc: .@UNMC_ID’s Mark Rupp, M.D., explains what went wrong with this year’s #flu vaccine in this segment of @cnn Health Minute. #FluSe…",FALSE,0,NA,"3/6/2018 19:00",FALSE,NA,9.71e+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DrJRMarcelin",4,TRUE,FALSE,-95.9979883,41.2523634,"Omaha, NE","Nebraska"
"Are you struggling to get over the flu this season?  Vitamin C IVs are a great way to give your body the boost it n… https://t.co/5ekczIDImc",FALSE,0,NA,"3/6/2018 18:54",TRUE,NA,9.71e+17,NA,"<a href=""http://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","microInfusions",0,FALSE,FALSE,-106.6055534,35.0853336,"Albuquerque, NM","New Mexico"
"RT @unmc: .@UNMC_ID’s Mark Rupp, M.D., explains what went wrong with this year’s #flu vaccine in this segment of @cnn Health Minute. #FluSe…",FALSE,0,NA,"3/6/2018 18:49",FALSE,NA,9.71e+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kcawcutt",4,TRUE,FALSE,NA,NA,"ÜT: 44.921604,-93.232332",NA
".@UNMC_ID’s Mark Rupp, M.D., explains what went wrong with this year’s #flu vaccine in this segment of @cnn Health… https://t.co/Id7uEI1rUF",FALSE,9,NA,"3/6/2018 18:39",TRUE,NA,9.71e+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","unmc",4,FALSE,FALSE,-95.9979883,41.2523634,"Omaha, NE","Nebraska"
"What can you do as an employer to keep your business running smoothly  for the rest of this flu season and througho… https://t.co/C5jmlZRb2y",FALSE,0,NA,"3/6/2018 18:23",TRUE,NA,9.71e+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","GCDInsCons",0,FALSE,FALSE,-82.4571776,27.950575,"Tampa, FL","Florida"
"WorldCare Consortium member @BostonChildrens explains five things that not everyone knows about the #flu:… https://t.co/hQ2R9UfZDb",FALSE,0,NA,"3/6/2018 18:20",TRUE,NA,9.71e+17,NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","worldcareintl",0,FALSE,FALSE,-71.0588801,42.3600825,"Boston, MA","Massachusetts"
"Philips Respironics Trilogy 100 Ventilator

https://t.co/aG6RNMaLpY

#Philips #Repironics #FluSeason #Ventilator… https://t.co/N9zrYsHc9t",FALSE,1,NA,"3/6/2018 18:12",TRUE,NA,9.71e+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","somatechnology",0,FALSE,FALSE,-72.7300945,41.826488,"Bloomfield, CT",NA
"@FluSeason_ Oh see fuck no",FALSE,0,"FluSeason_","3/6/2018 17:52",FALSE,9.71e+17,9.71e+17,133871400,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kissmyyyJAZZ",0,FALSE,FALSE,-84.4277001,33.6407282,"N.O. to ATL",NA
"@FluSeason_ Who emails?",FALSE,0,"FluSeason_","3/6/2018 17:50",FALSE,9.71e+17,9.71e+17,133871400,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kissmyyyJAZZ",0,FALSE,FALSE,-84.4277001,33.6407282,"N.O. to ATL",NA
"I'm such a tough cookie but so petty when I'm sick... i want my mama right now <ed><U+00A0><U+00BD><ed><U+00B8><U+00AD>, and mushroom soup
#fluseason",FALSE,0,NA,"3/6/2018 17:50",FALSE,NA,9.71e+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","L_adisa",0,FALSE,FALSE,36.8138399,-1.2726737,"Museum Hill - Nrb",NA
"RT @SpectrumHealth: #Flu symptoms particularly ferocious this year? It may be a sign your body locked horns with invader H3N2. Read the @SH…",FALSE,0,NA,"3/6/2018 17:48",FALSE,NA,9.71e+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","HanChitti",2,TRUE,FALSE,-86.1089301,42.7875235,"Holland, MI","Michigan"
"According to the @CDCgov Flu season finally has peaked https://t.co/uzzd3Hiby2

#flu #fluseason https://t.co/Rm8zb3xSDK",FALSE,0,NA,"3/6/2018 17:30",FALSE,NA,9.71e+17,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","physicianswkly",0,FALSE,FALSE,-74.6796651,40.2115109,"Hamilton, NJ","New Jersey"
"Let's hope we're getting closer to putting this #fluseason behind us https://t.co/4lkHZ4AF9Q",FALSE,0,NA,"3/6/2018 17:13",FALSE,NA,9.71e+17,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","DCEOHealth",0,FALSE,FALSE,-96.7969879,32.7766642,"Dallas, TX","Texas"
"How to Know When a Child’s Flu Turns Serious (https://t.co/fZQ0dAFN5E)

#fluseason #urgentcare #niagarafalls https://t.co/Ko6lsH0KoX",FALSE,0,NA,"3/6/2018 17:01",FALSE,NA,9.71e+17,NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","UrgentCareofNF",0,FALSE,FALSE,-79.0377388,43.0962143,"Niagara Falls, NY","New York"
"Handshakes and high-fives are two of our favorite forms of greetings... for you AND for germs! As long as the flu s… https://t.co/WktB4RpOBx",FALSE,0,NA,"3/6/2018 17:01",TRUE,NA,9.71e+17,NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","Zoono_USA",0,FALSE,FALSE,-95.712891,37.09024,"United States",NA
"6 Ways to Keep the Flu from Sidelining Your Workplace #California #fluseason #Employers #CaliforniaEmployers… https://t.co/7Xtq7246Cv",FALSE,0,NA,"3/6/2018 16:57",TRUE,NA,9.71e+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","FredrksBenefits",0,FALSE,FALSE,-117.2171633,34.0692077,"1200 Nevada St. #102
Redlands, CA 92374",NA
"Got the flu? Start stealing the best get-well-soon tips your mom and Western medicine never told you now:… https://t.co/18XsGwV8B4",FALSE,0,NA,"3/6/2018 16:56",TRUE,NA,9.71e+17,NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","meadowlarkyoga",0,FALSE,FALSE,-3.188267,55.953252,"Edinburgh, Scotland",NA
"NIAID makes universal #influenza #vaccine research a priority https://t.co/RqqxKqDv1O #fluseason #flu https://t.co/Z6TKZoHUQA",FALSE,0,NA,"3/6/2018 16:55",FALSE,NA,9.71e+17,NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","SBHealthCare",0,FALSE,FALSE,-77.0368707,38.9071923,"Washington, D.C.","District of Columbia"
"Really sore from my core workout yesterday.

Coughing counts as cardio, right? #fluseason https://t.co/f7Ph68RMNP",FALSE,0,NA,"3/6/2018 16:46",FALSE,NA,9.71e+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","vanderheathen",0,FALSE,FALSE,-97.7430608,30.267153,"Austin, TX","Texas"
"Him, at 4-second mark: Makes bold, confident declaration that is also wrong.

Her, at 7-second mark: “What he just… https://t.co/VPLUD4MVaI",FALSE,0,NA,"3/6/2018 16:38",TRUE,NA,9.71e+17,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","jonathanpb",0,FALSE,FALSE,-73.212072,44.4758825,"Burlington, VT","Vermont"
"RT @SpectrumHealth: #Flu symptoms particularly ferocious this year? It may be a sign your body locked horns with invader H3N2. Read the @SH…",FALSE,0,NA,"3/6/2018 16:11",FALSE,NA,9.71e+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","SHHealthBeat",2,TRUE,FALSE,-85.6680863,42.9633599,"Grand Rapids, MI","Michigan"
"What is a healthcare-grade patient television? by @PDiTV. Built for #infectioncontrol #fluseason #HIMSS18… https://t.co/EzrbHsSLNq",FALSE,0,NA,"3/6/2018 16:09",TRUE,NA,9.71e+17,NA,"<a href=""http://www.hubspot.com/"" rel=""nofollow"">HubSpot</a>","PDiTV",0,FALSE,FALSE,-84.2332718,39.5522815,"Springboro, OH",NA
"When you have the flu, you definitely don’t need to be at work with those co-workers who will be at work unless the… https://t.co/8LgAuNUqja",FALSE,0,NA,"3/6/2018 16:07",TRUE,NA,9.71e+17,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","r_luba",0,FALSE,FALSE,-95.712891,37.09024,"USA",NA
"RT @OYOFITNESS: The flu is no joke, especially this year. Do everything you can to stay healthy! Eat right, workout, and wash your hands. #…",FALSE,0,NA,"3/6/2018 16:06",FALSE,NA,9.71e+17,NA,"<a href=""https://roundteam.co"" rel=""nofollow"">RoundTeam</a>","lakantocanada",1,TRUE,FALSE,-123.1207375,49.2827291,"Vancouver, British Columbia",NA
"Thousands of people have been hospitalized this flu season, along with dozens of deaths with flu related complicati… https://t.co/S4TQBtmCh4",FALSE,0,NA,"3/6/2018 16:04",TRUE,NA,9.71e+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","DSBodyBasics",0,FALSE,FALSE,-113.996586,46.8787176,"Missoula, MT","Montana"
"The flu is no joke, especially this year. Do everything you can to stay healthy! Eat right, workout, and wash your… https://t.co/gZ46VFf6bM",FALSE,0,NA,"3/6/2018 16:03",TRUE,NA,9.71e+17,NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","OYOFITNESS",1,FALSE,FALSE,-95.712891,37.09024,"United States",NA
"#fluseason has peaked, but it's not over. Our latest blog provides some updates and some tips to prevent the #flu a… https://t.co/a1P2FsfZvi",FALSE,0,NA,"3/6/2018 15:45",TRUE,NA,9.71e+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","alvinhealthcare",0,FALSE,FALSE,-82.395139,31.193111,"New York and Colorado",NA
"RT @KPWaResearch: Flu season<U+200A>—<U+200A>What are we learning? KPWHRI infectious disease expert Dr. Michael Jackson reports on the latest influenza n…",FALSE,0,NA,"3/6/2018 15:20",FALSE,NA,9.71e+17,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","sleepylemur",1,TRUE,FALSE,-122.3320708,47.6062095,"Seattle, WA","Washington"
"Flu season<U+200A>—<U+200A>What are we learning? KPWHRI infectious disease expert Dr. Michael Jackson reports on the latest influ… https://t.co/f5OVDtkAF0",FALSE,2,NA,"3/6/2018 15:17",TRUE,NA,9.71e+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","KPWaResearch",1,FALSE,FALSE,-122.3320708,47.6062095,"Seattle, WA","Washington"
"Say #GetWellSoon with a HUG BOX<ed><U+00A0><U+00BD><ed><U+00B8><U+0083> https://t.co/ryxKbRvR2q #Personalised #Gift #Hug #Get #Well #flu #fluseason… https://t.co/WL5X1YAjTC",FALSE,0,NA,"3/6/2018 15:14",TRUE,NA,9.71e+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HugBoxUK",0,FALSE,FALSE,-3.435973,55.378051,"United Kingdom",NA
"How Historical #Disease Detectives Are Solving Mysteries of the 1918 #Flu https://t.co/Isl6cv7t7V via… https://t.co/PJQ2L9G0jJ",FALSE,0,NA,"3/6/2018 15:09",TRUE,NA,9.71e+17,NA,"<a href=""http://www.curata.com"" rel=""nofollow"">Curata</a>","DicksonData",0,FALSE,FALSE,-87.9889556,41.931696,"Addison, IL",NA
"Yesssss I do! I love using #ginger in my water too. Growing up in a #WestIndian home we made #GingerBeer as a drink… https://t.co/lb2ctpyah7",FALSE,1,NA,"3/6/2018 15:08",TRUE,NA,9.71e+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","shabreeewusi",0,FALSE,FALSE,-74.4056612,40.0583238,"New Jersey, USA",NA
